entry_no,posting_date,fiscal_year,document_type,document_no,line_no,customer_no,salesperson_code,item_no,item_description,item_category_code,location_code,quantity,unit_price,sales_amount,cost_amount,gross_profit,gross_profit_margin_pct
2156,2025-01-30,F 2025,Sales Invoice,SI103999,10000,C0002,AO,1916-S,JOHANNESBURG Sit-Stand Desk,BENCH,,11,135674.67,1492421.37,1169364.35,323057.02,21.65
2157,2024-11-02,F 2025,Sales Invoice,SI104000,10000,C0002,CM,1900-S,CAIRO Writing Desk,BENCH,KSM,2,123474.27,246948.54,138596.96,108351.58,43.88
2158,2024-11-02,F 2025,Sales Invoice,SI104000,20000,C0002,CM,1956-S,Conference Bundle 1-6,MISC,,6,329686.46,1978118.76,1348380.78,629737.98,31.84
2159,2024-11-02,F 2025,Sales Invoice,SI104000,30000,C0002,CM,1952-S,"ABUJA Whiteboard, base",MISC,,1,56503.02,56503.02,39876.73,16626.29,29.43
2160,2025-03-21,F 2025,Sales Invoice,SI104001,10000,C0004,BM,1956-S,Conference Bundle 1-6,MISC,,4,335136.5,1340546.0,920587.68,419958.32,31.33
2161,2025-03-21,F 2025,Sales Invoice,SI104001,20000,C0004,BM,1952-S,"ABUJA Whiteboard, base",MISC,,7,50020.23,350141.61,263255.79,86885.82,24.81
2162,2025-03-03,F 2025,Sales Invoice,SI104002,10000,C0007,BM,1920-S,LUANDA Conference Table,TABLE,MBA,7,211717.18,1482020.26,1226130.99,255889.27,17.27
2163,2024-11-07,F 2025,Sales Invoice,SI104003,10000,C0001,CM,2000-S,"KIGALI Ergonomic Chair, black",CHAIR,,11,33947.43,373421.73,314373.62,59048.11,15.81
2164,2025-02-15,F 2025,Sales Invoice,SI104004,10000,C0030,BM,1900-S,CAIRO Writing Desk,BENCH,KSM,8,126999.23,1015993.84,590157.76,425836.08,41.91
2165,2025-02-15,F 2025,Sales Invoice,SI104004,20000,C0030,BM,1936-S,ACCRA Round Table,TABLE,,11,99705.98,1096765.78,827141.7,269624.08,24.58
2166,2025-02-15,F 2025,Sales Invoice,SI104004,30000,C0030,BM,1900-S,CAIRO Writing Desk,BENCH,,2,115179.99,230359.98,145588.44,84771.54,36.8
2167,2025-02-15,F 2025,Sales Invoice,SI104004,40000,C0030,BM,1920-S,LUANDA Conference Table,TABLE,,2,236241.32,472482.64,360511.6,111971.04,23.7
2168,2024-12-13,F 2025,Sales Invoice,SI104005,10000,C0003,BM,2004-S,"LAGOS Executive Chair, grey",CHAIR,,4,38347.65,153390.6,88558.92,64831.68,42.27
2169,2024-12-13,F 2025,Sales Invoice,SI104005,20000,C0003,BM,1956-S,Conference Bundle 1-6,MISC,,9,368615.38,3317538.42,2274350.31,1043188.11,31.44
2170,2024-12-13,F 2025,Sales Invoice,SI104005,30000,C0003,BM,1928-S,DAKAR Meeting Table,TABLE,,4,151555.82,606223.28,393958.24,212265.04,35.01
2171,2024-12-13,F 2025,Sales Invoice,SI104005,40000,C0003,BM,1952-S,"ABUJA Whiteboard, base",MISC,KSM,5,54205.31,271026.55,188611.35,82415.2,30.41
2172,2024-12-13,F 2025,Sales Invoice,SI104005,50000,C0003,BM,1916-S,JOHANNESBURG Sit-Stand Desk,BENCH,,4,150445.74,601782.96,420007.68,181775.28,30.21
2173,2025-04-04,F 2025,Sales Invoice,SI104006,10000,C0003,BM,1920-S,LUANDA Conference Table,TABLE,KSM,11,243657.44,2680231.84,1912317.44,767914.4,28.65
2174,2025-02-05,F 2025,Sales Invoice,SI104007,10000,C0004,AO,1976-S,LONDON Bookcase,MISC,,8,49292.79,394342.32,263238.32,131104.0,33.25
2175,2025-02-05,F 2025,Sales Invoice,SI104007,20000,C0004,AO,1988-S,"KAMPALA Guest Chair, red",CHAIR,,7,23206.26,162443.82,112056.07,50387.75,31.02
2176,2025-02-05,F 2025,Sales Invoice,SI104007,30000,C0004,AO,1980-S,"KISUMU Swivel Chair, red",CHAIR,ELD,5,25075.9,125379.5,107569.1,17810.4,14.21
2177,2025-02-27,F 2025,Sales Invoice,SI104008,10000,C0008,CM,2000-S,"KIGALI Ergonomic Chair, black",CHAIR,,7,44627.98,312395.86,185287.48,127108.38,40.69
2178,2025-02-27,F 2025,Sales Invoice,SI104008,20000,C0008,CM,1896-S,ADDIS ABABA Executive Desk,BENCH,,6,187904.21,1127425.26,677373.0,450052.26,39.92
2179,2025-04-24,F 2025,Sales Invoice,SI104009,10000,C0001,JK,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,MBA,9,31165.81,280492.29,184360.41,96131.88,34.27
2180,2025-03-25,F 2025,Sales Invoice,SI104010,10000,C0001,AO,1960-S,"NAIROBI Guest Chair, green",CHAIR,,2,22667.22,45334.44,26818.64,18515.8,40.84
2181,2025-03-25,F 2025,Sales Invoice,SI104010,20000,C0001,AO,1896-S,ADDIS ABABA Executive Desk,BENCH,KSM,4,185512.16,742048.64,486554.32,255494.32,34.43
2182,2025-03-25,F 2025,Sales Invoice,SI104010,30000,C0001,AO,1976-S,LONDON Bookcase,MISC,,6,45851.9,275111.4,179873.4,95238.0,34.62
2183,2024-12-21,F 2025,Order,SO200001,10000,C0002,CM,1896-S,ADDIS ABABA Executive Desk,BENCH,,9,182007.56,1638068.04,1127596.77,510471.27,31.16
2184,2024-12-21,F 2025,Order,SO200001,20000,C0002,CM,1944-S,HARARE Folding Table,TABLE,,5,45021.76,225108.8,143774.2,81334.6,36.13
2185,2024-12-21,F 2025,Order,SO200001,30000,C0002,CM,1896-S,ADDIS ABABA Executive Desk,BENCH,,4,169025.36,676101.44,541137.04,134964.4,19.96
2186,2024-12-21,F 2025,Order,SO200001,40000,C0002,CM,1988-S,"KAMPALA Guest Chair, red",CHAIR,,2,24269.5,48539.0,32619.08,15919.92,32.8
2187,2024-12-21,F 2025,Order,SO200001,50000,C0002,CM,1964-S,Guest Section 1,MISC,NBI,7,130212.91,911490.37,652589.42,258900.95,28.4
2188,2025-01-13,F 2025,Order,SO200002,10000,C0006,BM,1896-S,ADDIS ABABA Executive Desk,BENCH,KSM,10,173733.36,1737333.6,1361266.2,376067.4,21.65
2189,2025-01-13,F 2025,Order,SO200002,20000,C0006,BM,1988-S,"KAMPALA Guest Chair, red",CHAIR,,11,28527.07,313797.77,198441.54,115356.23,36.76
2190,2025-01-13,F 2025,Order,SO200002,30000,C0006,BM,2004-S,"LAGOS Executive Chair, grey",CHAIR,,8,38195.56,305564.48,182077.92,123486.56,40.41
2191,2024-11-22,F 2025,Order,SO200003,10000,C0015,AO,1936-S,ACCRA Round Table,TABLE,,7,108421.42,758949.94,507518.9,251431.04,33.13
2192,2024-11-22,F 2025,Order,SO200003,20000,C0015,AO,2008-S,"ACCRA Stacking Chair, blue",CHAIR,,5,12328.23,61641.15,44478.25,17162.9,27.84
2193,2024-11-22,F 2025,Order,SO200003,30000,C0015,AO,1920-S,LUANDA Conference Table,TABLE,,8,215716.07,1725728.56,1230555.76,495172.8,28.69
2194,2025-03-15,F 2025,Order,SO200004,10000,C0006,BM,1896-S,ADDIS ABABA Executive Desk,BENCH,,6,198252.65,1189515.9,789699.9,399816.0,33.61
2195,2025-03-15,F 2025,Order,SO200004,20000,C0006,BM,1896-S,ADDIS ABABA Executive Desk,BENCH,,7,175743.4,1230203.8,922397.0,307806.8,25.02
2196,2025-03-15,F 2025,Order,SO200004,30000,C0006,BM,2008-S,"ACCRA Stacking Chair, blue",CHAIR,NBI,5,11399.63,56998.15,36270.85,20727.3,36.36
2197,2025-03-15,F 2025,Order,SO200004,40000,C0006,BM,1928-S,DAKAR Meeting Table,TABLE,,10,123892.14,1238921.4,978141.2,260780.2,21.05
2198,2025-01-06,F 2025,Order,SO200005,10000,C0019,AO,1968-S,OSLO Filing Cabinet,MISC,,2,32808.94,65617.88,44322.74,21295.14,32.45
2199,2025-02-12,F 2025,Order,SO200006,10000,C0006,CM,1964-S,Guest Section 1,MISC,,5,130497.98,652489.9,499532.35,152957.55,23.44
2200,2024-11-12,F 2025,Order,SO200007,10000,C0003,BM,1960-S,"NAIROBI Guest Chair, green",CHAIR,NBI,11,24523.77,269761.47,156478.19,113283.28,41.99
2201,2025-04-08,F 2025,Order,SO200008,10000,C0008,AO,1968-S,OSLO Filing Cabinet,MISC,,4,32390.12,129560.48,97849.0,31711.48,24.48
2202,2025-04-08,F 2025,Order,SO200008,20000,C0008,AO,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,,2,25996.44,51992.88,35326.8,16666.08,32.05
2203,2025-04-08,F 2025,Order,SO200008,30000,C0008,AO,1952-S,"ABUJA Whiteboard, base",MISC,,9,59032.6,531293.4,367759.44,163533.96,30.78
2204,2025-04-08,F 2025,Order,SO200008,40000,C0008,AO,1976-S,LONDON Bookcase,MISC,,4,49649.29,198597.16,145512.12,53085.04,26.73
2205,2025-04-08,F 2025,Order,SO200008,50000,C0008,AO,2000-S,"KIGALI Ergonomic Chair, black",CHAIR,,1,37879.79,37879.79,29767.41,8112.38,21.42
2206,2024-11-12,F 2025,Order,SO200009,10000,C0002,AO,1964-S,Guest Section 1,MISC,,6,161801.91,970811.46,509266.02,461545.44,47.54
2207,2024-11-14,F 2025,Order,SO200010,10000,C0018,BM,1920-S,LUANDA Conference Table,TABLE,,1,262113.81,262113.81,145335.44,116778.37,44.55
2208,2025-01-26,F 2025,Order,SO200011,10000,C0007,BM,1916-S,JOHANNESBURG Sit-Stand Desk,BENCH,NAK,12,158813.45,1905761.4,1211373.0,694388.4,36.44
2209,2025-01-26,F 2025,Order,SO200011,20000,C0007,BM,1976-S,LONDON Bookcase,MISC,NBI,6,55821.54,334929.24,219532.62,115396.62,34.45
2210,2025-01-26,F 2025,Order,SO200011,30000,C0007,BM,1896-S,ADDIS ABABA Executive Desk,BENCH,,5,210061.43,1050307.15,581933.3,468373.85,44.59
2211,2025-02-05,F 2025,Order,SO200012,10000,C0001,AO,PART-2,Desk Leg Leveller Kit,PARTS,,5,750.37,3751.85,1315.65,2436.2,64.93
2212,2024-12-16,F 2025,Order,SO200013,10000,C0003,AO,1960-S,"NAIROBI Guest Chair, green",CHAIR,,7,24851.35,173959.45,104943.44,69016.01,39.67
2213,2025-03-01,F 2025,Order,SO200014,10000,C0020,CM,2000-S,"KIGALI Ergonomic Chair, black",CHAIR,MBA,4,43189.86,172759.44,97684.68,75074.76,43.46
2214,2025-03-01,F 2025,Order,SO200014,20000,C0020,CM,1988-S,"KAMPALA Guest Chair, red",CHAIR,MBA,7,24851.47,173960.29,125248.62,48711.67,28.0
2215,2025-03-01,F 2025,Order,SO200014,30000,C0020,CM,1900-S,CAIRO Writing Desk,BENCH,,7,114461.3,801229.1,601366.5,199862.6,24.94
2216,2025-03-13,F 2025,Order,SO200015,10000,C0003,CM,1900-S,CAIRO Writing Desk,BENCH,,7,112675.63,788729.41,562471.35,226258.06,28.69
2217,2024-12-15,F 2025,Order,SO200016,10000,C0007,AO,1976-S,LONDON Bookcase,MISC,,8,47173.31,377386.48,260449.6,116936.88,30.99
2218,2024-12-15,F 2025,Order,SO200016,20000,C0007,AO,1908-S,DUBAI Corner Desk,BENCH,KSM,1,137491.15,137491.15,78776.03,58715.12,42.7
2219,2024-12-09,F 2025,Order,SO200017,10000,C0006,AO,1896-S,ADDIS ABABA Executive Desk,BENCH,,8,216798.25,1734386.0,1029142.8,705243.2,40.66
2220,2024-12-09,F 2025,Order,SO200017,20000,C0006,AO,1920-S,LUANDA Conference Table,TABLE,,5,221261.59,1106307.95,836928.3,269379.65,24.35
2221,2024-12-09,F 2025,Order,SO200017,30000,C0006,AO,1964-S,Guest Section 1,MISC,KSM,8,127265.45,1018123.6,830683.6,187440.0,18.41
2222,2025-02-18,F 2025,Order,SO200018,10000,C0009,BM,1984-S,MADRID Monitor Stand,MISC,KSM,7,13620.08,95340.56,53512.27,41828.29,43.87
2223,2025-03-12,F 2025,Order,SO200019,10000,C0002,AO,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,,7,23956.19,167693.33,133630.84,34062.49,20.31
2224,2025-03-12,F 2025,Order,SO200019,20000,C0002,AO,1960-S,"NAIROBI Guest Chair, green",CHAIR,,3,21534.51,64603.53,41959.59,22643.94,35.05
2225,2025-03-12,F 2025,Order,SO200019,30000,C0002,AO,1956-S,Conference Bundle 1-6,MISC,ELD,3,331271.78,993815.34,667906.2,325909.14,32.79
2226,2025-03-12,F 2025,Order,SO200019,40000,C0002,AO,1988-S,"KAMPALA Guest Chair, red",CHAIR,KSM,2,27538.35,55076.7,29640.02,25436.68,46.18
2227,2025-03-12,F 2025,Order,SO200019,50000,C0002,AO,1952-S,"ABUJA Whiteboard, base",MISC,MBA,4,45784.46,183137.84,155932.96,27204.88,14.85
2228,2025-02-04,F 2025,Order,SO200020,10000,C0013,AO,2008-S,"ACCRA Stacking Chair, blue",CHAIR,MBA,12,12585.49,151025.88,100672.2,50353.68,33.34
2229,2025-02-04,F 2025,Order,SO200020,20000,C0013,AO,2000-S,"KIGALI Ergonomic Chair, black",CHAIR,KSM,9,38416.18,345745.62,223115.13,122630.49,35.47
2230,2025-02-04,F 2025,Order,SO200020,30000,C0013,AO,1920-S,LUANDA Conference Table,TABLE,NBI,6,213783.6,1282701.6,876682.14,406019.46,31.65
2231,2025-02-04,F 2025,Order,SO200020,40000,C0013,AO,1920-S,LUANDA Conference Table,TABLE,MBA,11,249834.21,2748176.31,1966265.4,781910.91,28.45
2232,2024-11-27,F 2025,Order,SO200021,10000,C0006,CM,1976-S,LONDON Bookcase,MISC,,5,58360.56,291802.8,175105.4,116697.4,39.99
2233,2025-03-01,F 2025,Order,SO200022,10000,C0026,AO,1980-S,"KISUMU Swivel Chair, red",CHAIR,MBA,4,25656.91,102627.64,82775.84,19851.8,19.34
2234,2025-01-27,F 2025,Order,SO200023,10000,C0031,CM,1900-S,CAIRO Writing Desk,BENCH,,7,121121.09,847847.63,576704.1,271143.53,31.98
2235,2025-01-27,F 2025,Order,SO200023,20000,C0031,CM,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,KSM,3,24071.12,72213.36,51939.24,20274.12,28.08
2236,2025-01-27,F 2025,Order,SO200023,30000,C0031,CM,1952-S,"ABUJA Whiteboard, base",MISC,,1,62219.51,62219.51,39027.8,23191.71,37.27
2237,2025-01-30,F 2025,Order,SO200024,10000,C0004,CM,2004-S,"LAGOS Executive Chair, grey",CHAIR,MBA,8,39039.71,312317.68,206078.64,106239.04,34.02
2238,2025-01-30,F 2025,Order,SO200024,20000,C0004,CM,1920-S,LUANDA Conference Table,TABLE,,7,235762.21,1650335.47,1050437.43,599898.04,36.35
2239,2025-04-24,F 2025,Order,SO200025,10000,C0002,AO,1896-S,ADDIS ABABA Executive Desk,BENCH,KSM,2,201483.62,402967.24,247285.82,155681.42,38.63
2240,2025-04-24,F 2025,Order,SO200025,20000,C0002,AO,1980-S,"KISUMU Swivel Chair, red",CHAIR,NAK,7,26386.62,184706.34,153395.06,31311.28,16.95
2241,2025-04-25,F 2025,Order,SO200026,10000,C0002,BM,1900-S,CAIRO Writing Desk,BENCH,,1,113136.77,113136.77,75845.0,37291.77,32.96
2242,2025-03-25,F 2025,Order,SO200027,10000,C0017,CM,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,,3,25575.91,76727.73,58124.55,18603.18,24.25
2243,2025-03-25,F 2025,Order,SO200027,20000,C0017,CM,1916-S,JOHANNESBURG Sit-Stand Desk,BENCH,,1,144194.91,144194.91,100802.16,43392.75,30.09
2244,2025-03-25,F 2025,Order,SO200027,30000,C0017,CM,1980-S,"KISUMU Swivel Chair, red",CHAIR,,7,28459.52,199216.64,147808.71,51407.93,25.81
2245,2024-12-14,F 2025,Order,SO200028,10000,C0008,BM,2000-S,"KIGALI Ergonomic Chair, black",CHAIR,,2,37163.85,74327.7,59373.82,14953.88,20.12
2246,2024-12-14,F 2025,Order,SO200028,20000,C0008,BM,1952-S,"ABUJA Whiteboard, base",MISC,KSM,9,61044.15,549397.35,332798.4,216598.95,39.42
2247,2024-12-14,F 2025,Order,SO200028,30000,C0008,BM,1960-S,"NAIROBI Guest Chair, green",CHAIR,NBI,6,19636.41,117818.46,83649.18,34169.28,29.0
2248,2024-12-14,F 2025,Order,SO200028,40000,C0008,BM,2008-S,"ACCRA Stacking Chair, blue",CHAIR,NBI,9,11844.65,106601.85,69608.43,36993.42,34.7
2249,2025-01-16,F 2025,Order,SO200029,10000,C0003,CM,2004-S,"LAGOS Executive Chair, grey",CHAIR,KSM,6,34475.73,206854.38,126744.9,80109.48,38.73
2250,2025-01-16,F 2025,Order,SO200029,20000,C0003,CM,1960-S,"NAIROBI Guest Chair, green",CHAIR,,1,23862.34,23862.34,14758.75,9103.59,38.15
2251,2025-01-16,F 2025,Order,SO200029,30000,C0003,CM,1896-S,ADDIS ABABA Executive Desk,BENCH,,3,170399.32,511197.96,339645.21,171552.75,33.56
2252,2025-01-16,F 2025,Order,SO200029,40000,C0003,CM,2004-S,"LAGOS Executive Chair, grey",CHAIR,,4,40212.76,160851.04,102359.44,58491.6,36.36
2253,2025-01-16,F 2025,Order,SO200029,50000,C0003,CM,1928-S,DAKAR Meeting Table,TABLE,MBA,11,132818.34,1461001.74,1123594.56,337407.18,23.09
2254,2025-01-16,F 2025,Order,SO200029,60000,C0003,CM,1988-S,"KAMPALA Guest Chair, red",CHAIR,,8,26467.44,211739.52,135656.56,76082.96,35.93
2255,2024-12-28,F 2025,Order,SO200030,10000,C0001,AO,1988-S,"KAMPALA Guest Chair, red",CHAIR,NAK,3,24251.23,72753.69,50691.15,22062.54,30.32
2256,2024-12-28,F 2025,Order,SO200030,20000,C0001,AO,1952-S,"ABUJA Whiteboard, base",MISC,KSM,6,53752.13,322512.78,221705.16,100807.62,31.26
2257,2024-12-28,F 2025,Order,SO200030,30000,C0001,AO,1936-S,ACCRA Round Table,TABLE,,11,104177.99,1145957.89,710887.32,435070.57,37.97
2258,2024-12-28,F 2025,Order,SO200030,40000,C0001,AO,1936-S,ACCRA Round Table,TABLE,,1,105088.33,105088.33,61189.52,43898.81,41.77
2259,2024-10-24,F 2025,Order,SO200031,10000,C0035,AO,1964-S,Guest Section 1,MISC,,4,142149.21,568596.84,340481.2,228115.64,40.12
2260,2024-11-21,F 2025,Order,SO200032,10000,C0005,BM,1920-S,LUANDA Conference Table,TABLE,,12,266770.47,3201245.64,1771267.44,1429978.2,44.67
2261,2024-11-21,F 2025,Order,SO200032,20000,C0005,BM,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,KSM,9,30732.82,276595.38,154595.07,122000.31,44.11
2262,2024-11-21,F 2025,Order,SO200032,30000,C0005,BM,1964-S,Guest Section 1,MISC,MBA,12,140413.94,1684967.28,1030218.96,654748.32,38.86
2263,2025-03-01,F 2025,Order,SO200033,10000,C0011,BM,1976-S,LONDON Bookcase,MISC,,1,51402.48,51402.48,36744.2,14658.28,28.52
2264,2025-03-01,F 2025,Order,SO200033,20000,C0011,BM,1908-S,DUBAI Corner Desk,BENCH,,8,138724.82,1109798.56,712387.6,397410.96,35.81
2265,2025-03-10,F 2025,Order,SO200034,10000,C0001,CM,1896-S,ADDIS ABABA Executive Desk,BENCH,,8,202228.09,1617824.72,964019.44,653805.28,40.41
2266,2025-03-10,F 2025,Order,SO200034,20000,C0001,CM,2004-S,"LAGOS Executive Chair, grey",CHAIR,MBA,10,34466.84,344668.4,246102.9,98565.5,28.6
2267,2025-03-10,F 2025,Order,SO200034,30000,C0001,CM,1964-S,Guest Section 1,MISC,,4,121400.99,485603.96,419235.24,66368.72,13.67
2268,2025-03-10,F 2025,Order,SO200034,40000,C0001,CM,1960-S,"NAIROBI Guest Chair, green",CHAIR,,4,20674.88,82699.52,60674.6,22024.92,26.63
2269,2025-01-10,F 2025,Order,SO200035,10000,C0001,AO,1952-S,"ABUJA Whiteboard, base",MISC,,9,60612.03,545508.27,295383.78,250124.49,45.85
2270,2025-02-06,F 2025,Order,SO200036,10000,C0019,CM,1952-S,"ABUJA Whiteboard, base",MISC,,10,59059.84,590598.4,326517.3,264081.1,44.71
2271,2025-02-06,F 2025,Order,SO200036,20000,C0019,CM,1908-S,DUBAI Corner Desk,BENCH,,9,134439.05,1209951.45,880274.7,329676.75,27.25
2272,2025-02-06,F 2025,Order,SO200036,30000,C0019,CM,PART-1,Chair Replacement Wheel Set,PARTS,KSM,9,839.17,7552.53,3051.0,4501.53,59.6
2273,2024-10-04,F 2025,Order,SO200037,10000,C0001,BM,1976-S,LONDON Bookcase,MISC,KSM,1,53647.27,53647.27,36640.93,17006.34,31.7
2274,2024-10-04,F 2025,Order,SO200037,20000,C0001,BM,1980-S,"KISUMU Swivel Chair, red",CHAIR,MBA,5,27662.72,138313.6,88975.7,49337.9,35.67
2275,2024-10-04,F 2025,Order,SO200037,30000,C0001,BM,1988-S,"KAMPALA Guest Chair, red",CHAIR,,3,21656.06,64968.18,48028.02,16940.16,26.07
2276,2025-02-16,F 2025,Order,SO200038,10000,C0013,BM,1980-S,"KISUMU Swivel Chair, red",CHAIR,,2,34270.71,68541.42,44421.64,24119.78,35.19
2277,2025-04-18,F 2025,Order,SO200039,10000,C0020,CM,1980-S,"KISUMU Swivel Chair, red",CHAIR,NBI,8,26020.46,208163.68,168646.64,39517.04,18.98
2278,2025-02-14,F 2025,Order,SO200040,10000,C0001,AO,2000-S,"KIGALI Ergonomic Chair, black",CHAIR,,2,40505.2,81010.4,50900.88,30109.52,37.17
2279,2025-02-14,F 2025,Order,SO200040,20000,C0001,AO,1952-S,"ABUJA Whiteboard, base",MISC,MBA,9,54253.1,488277.9,308692.44,179585.46,36.78
2280,2025-02-14,F 2025,Order,SO200040,30000,C0001,AO,1920-S,LUANDA Conference Table,TABLE,,2,250356.67,500713.34,299031.1,201682.24,40.28
2281,2025-02-11,F 2025,Order,SO200041,10000,C0008,CM,1976-S,LONDON Bookcase,MISC,,11,54313.09,597443.99,366387.01,231056.98,38.67
2282,2025-02-11,F 2025,Order,SO200041,20000,C0008,CM,1952-S,"ABUJA Whiteboard, base",MISC,,2,46895.44,93790.88,75428.7,18362.18,19.58
2283,2024-11-12,F 2025,Order,SO200042,10000,C0011,AO,1952-S,"ABUJA Whiteboard, base",MISC,NBI,2,51310.78,102621.56,72276.78,30344.78,29.57
2284,2024-11-12,F 2025,Order,SO200042,20000,C0011,AO,1976-S,LONDON Bookcase,MISC,,8,52941.73,423533.84,296990.72,126543.12,29.88
2285,2024-11-12,F 2025,Order,SO200042,30000,C0011,AO,2008-S,"ACCRA Stacking Chair, blue",CHAIR,,1,11313.09,11313.09,7571.02,3742.07,33.08
2286,2024-10-05,F 2025,Order,SO200043,10000,C0031,JK,1896-S,ADDIS ABABA Executive Desk,BENCH,,1,183730.09,183730.09,123008.4,60721.69,33.05
2287,2024-10-05,F 2025,Order,SO200043,20000,C0031,JK,1956-S,Conference Bundle 1-6,MISC,,10,317573.78,3175737.8,2743078.9,432658.9,13.62
2288,2024-10-05,F 2025,Order,SO200043,30000,C0031,JK,1900-S,CAIRO Writing Desk,BENCH,,9,111573.73,1004163.57,668438.55,335725.02,33.43
2289,2025-03-09,F 2025,Order,SO200044,10000,C0022,CM,1988-S,"KAMPALA Guest Chair, red",CHAIR,NBI,9,23659.23,212933.07,169034.22,43898.85,20.62
2290,2025-03-09,F 2025,Order,SO200044,20000,C0022,CM,1960-S,"NAIROBI Guest Chair, green",CHAIR,KSM,5,21535.56,107677.8,73660.15,34017.65,31.59
2291,2025-03-09,F 2025,Order,SO200044,30000,C0022,CM,1956-S,Conference Bundle 1-6,MISC,NAK,3,387967.66,1163902.98,722755.74,441147.24,37.9
2292,2025-02-13,F 2025,Order,SO200045,10000,C0006,AO,1896-S,ADDIS ABABA Executive Desk,BENCH,KSM,1,203743.29,203743.29,131330.46,72412.83,35.54
2293,2025-02-13,F 2025,Order,SO200045,20000,C0006,AO,1964-S,Guest Section 1,MISC,,9,143981.45,1295833.05,796298.04,499535.01,38.55
2294,2025-02-13,F 2025,Order,SO200045,30000,C0006,AO,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,,5,29772.46,148862.3,101960.45,46901.85,31.51
2295,2025-02-25,F 2025,Order,SO200046,10000,C0022,AO,2000-S,"KIGALI Ergonomic Chair, black",CHAIR,,9,36887.05,331983.45,274922.1,57061.35,17.19
2296,2025-04-01,F 2025,Order,SO200047,10000,C0010,BM,2000-S,"KIGALI Ergonomic Chair, black",CHAIR,,9,39408.16,354673.44,241387.2,113286.24,31.94
2297,2025-04-01,F 2025,Order,SO200047,20000,C0010,BM,1976-S,LONDON Bookcase,MISC,KSM,5,53939.33,269696.65,189704.6,79992.05,29.66
2298,2025-04-01,F 2025,Order,SO200047,30000,C0010,BM,2000-S,"KIGALI Ergonomic Chair, black",CHAIR,MBA,1,41340.77,41340.77,27616.22,13724.55,33.2
2299,2024-10-02,F 2025,Order,SO200048,10000,C0006,AO,2008-S,"ACCRA Stacking Chair, blue",CHAIR,MBA,9,14722.82,132505.38,70290.18,62215.2,46.95
2300,2024-10-02,F 2025,Order,SO200048,20000,C0006,AO,1968-S,OSLO Filing Cabinet,MISC,KSM,4,34167.97,136671.88,91458.76,45213.12,33.08
2301,2025-02-23,F 2025,Order,SO200049,10000,C0001,BM,1900-S,CAIRO Writing Desk,BENCH,MBA,12,126827.43,1521929.16,817932.48,703996.68,46.26
2302,2025-02-23,F 2025,Order,SO200049,20000,C0001,BM,1964-S,Guest Section 1,MISC,KSM,9,155852.38,1402671.42,893930.4,508741.02,36.27
2303,2025-02-23,F 2025,Order,SO200049,30000,C0001,BM,1964-S,Guest Section 1,MISC,,10,130808.15,1308081.5,962235.2,345846.3,26.44
2304,2025-02-23,F 2025,Order,SO200049,40000,C0001,BM,1908-S,DUBAI Corner Desk,BENCH,,1,134366.26,134366.26,97546.59,36819.67,27.4
2305,2025-04-30,F 2025,Order,SO200050,10000,C0004,BM,1920-S,LUANDA Conference Table,TABLE,NBI,10,213550.24,2135502.4,1440271.9,695230.5,32.56
2306,2025-04-30,F 2025,Order,SO200050,20000,C0004,BM,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,,7,26118.89,182832.23,118261.71,64570.52,35.32
2307,2024-10-30,F 2025,Order,SO200051,10000,C0002,AO,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,NAK,3,26220.71,78662.13,56594.31,22067.82,28.05
2308,2024-12-03,F 2025,Order,SO200052,10000,C0001,AO,1944-S,HARARE Folding Table,TABLE,NAK,12,40319.63,483835.56,380428.92,103406.64,21.37
2309,2024-12-03,F 2025,Order,SO200052,20000,C0001,AO,2000-S,"KIGALI Ergonomic Chair, black",CHAIR,KSM,2,34772.98,69545.96,53677.34,15868.62,22.82
2310,2024-12-03,F 2025,Order,SO200052,30000,C0001,AO,1956-S,Conference Bundle 1-6,MISC,,1,405821.15,405821.15,258774.84,147046.31,36.23
2311,2024-12-03,F 2025,Order,SO200052,40000,C0001,AO,1980-S,"KISUMU Swivel Chair, red",CHAIR,,11,32119.06,353309.66,235465.34,117844.32,33.35
2312,2024-12-03,F 2025,Order,SO200052,50000,C0001,AO,1896-S,ADDIS ABABA Executive Desk,BENCH,KSM,11,169619.81,1865817.91,1518062.37,347755.54,18.64
2313,2024-12-03,F 2025,Order,SO200052,60000,C0001,AO,1964-S,Guest Section 1,MISC,NBI,3,149781.73,449345.19,290214.3,159130.89,35.41
2314,2025-05-08,F 2025,Order,SO200053,10000,C0003,CM,2000-S,"KIGALI Ergonomic Chair, black",CHAIR,,1,45406.29,45406.29,28128.53,17277.76,38.05
2315,2025-05-08,F 2025,Order,SO200053,20000,C0003,CM,1952-S,"ABUJA Whiteboard, base",MISC,,1,50303.88,50303.88,38521.71,11782.17,23.42
